lemma_võro,lemma_estonian,lemma_finnish,lemma_english,lemma_saami,lemma_norwegian,lemma_swedish,lemma_german,pos,semtype
,,lähestyä,come closer,lahkonit,nærme seg,nærme seg_SWE,nærme seg_DEU,V,YYY
,,lähestyä,get closer,lahkanit,nærme seg,närma sig,sich nähern,V,EXPOSURE_V
,,lähettää,send,sáddet,sende,sända,schicken,V,CHRISTMAS
,,lähetys,transmission,sátta,sending,sändning,sending_DEU,N,YYY
,,lähteä ajamaan,lähteä ajamaan_ENG,vuoddját,kjøre avsted,köra,kjøre avsted_DEU,V,TRAVEL_V
,,lähteä juoksemaan,run off,viehkalit,løpe avgårde,fly,løpe avgårde_DEU,V,BODY_V
,,lähteä kävelemään,lähteä kävelemään_ENG,vázzilit,gå avsted,gå avsted_SWE,gå avsted_DEU,V,BODY_V
,,lähteä lentoon,fly off,girdilit,fly avsted,flyga iväg,hinfortfliegen,V,ANIMAL_V
,,lähteä liikkeelle,begin to migrate,johttát,begynne å flytte med rein,börja flytta,zu ziehen beginnen,V,exclude_smenob
,,lähteä,leave,mannat,dra,gå,reisen,V,mMOVE_V
,,lähteä,leave,vuolgit,dra,fara iväg,abfahren,V,mMOVE_V
,,lähtö,lähtö_ENG,vuolgga,avreise,avreise_SWE,avreise_DEU,N,TRAVEL
,,läksy,homework,ruovttubargu,hjemmelekse,hemläxa,hjemmelekse_DEU,N,SCHOOL
,,lämmetä,get warm,liegganit,bli varm,bli varm,warm werden,V,EXPOSURE_V
,,lämmin,warm,liekkas,varm,varm,varm_DEU,A,CHRISTMAS
,,lämminmaa,lämminmaa_ENG,lieggariika,syden,syden_SWE,syden_DEU,N,PLACE_STAYING
,,lämmittää,warm,liekkadit,varme,värma,erwärmen,V,EXPERIENCE_V
,,lääketieteellinen tiedekunta,faculty of medicine,doavttirskuvla,medisinstudium,medicinstudier,medisinstudium_DEU,N,EDUCATION
,,lääni,county,fylkkasuohkan,fylkeskommune,län,fylkeskommune_DEU,N,ORGANIZATION
,,läänintalo,läänintalo_ENG,fylkkaviessu,fylkeshus,länshus,fylkeshus_DEU,N,CITY
,,löytyä,exist,gávdnot,finnes,finnas,existieren,V,EXPERIENCE_V
,,maa,land,eanan,jord,jord,jord_DEU,N,NATURE_PLACE
,,maahinen,maahinen_ENG,háldi,hulder,vätte,hulder_DEU,N,MYTH_HUM
,,maahinen,maahinen_ENG,ulda,hulder,vätte,hulder_DEU,N,MYTH_HUM
,,maailmancupi,worldcup,máilmmicup,verdenscup,världscup,verdenscup_DEU,N,ARRANGEMENT
,,maalivahti,goalkeeper,moallaolmmái,målmann,målvakt,målmann_DEU,N,OTHERS
,,maanantai,monday,vuossárga,mandag,måndag,mandag_DEU,N,TIME_POINT_GEN
,,maanviljelijä,farmer,eanadoalli,jordbruker,gårdbrukare,Bauer,N,PROFESSION
,,maata,lie,livvadit,ligge,ligge_SWE,ligge_DEU,V,ANIMAL_V
,,mahdollisuus,possibility,vejolašvuohta,mulighet,möjlighet,mulighet_DEU,N,ABSTRACT
,,maho vaadin,maho vaadin_ENG,rotnu,gjeldsimle,gjeldsimle_SWE,gjeldsimle_DEU,N,ANIMAL_DOM
,,maistaa,taste,smáhket,smake,smake_SWE,smake_DEU,V,FOOD_DRINK_V
,,majailla,talostella_ENG,dálludit,oppholde seg,oppholde seg_SWE,oppholde seg_DEU,V,HUM_V
,,makea,sweet,njálggat,velsmakende,smaklig,velsmakende_DEU,A,CHRISTMAS
,,makeiset,makeiset_ENG,njálggis,slikkeri,godis,slikkeri_DEU,N,FOOD_GROCERY
,,makkaratikku,makkaratikku_ENG,bassinmuorra,stekespidd,stekspjut,stekespidd_DEU,N,NATURE
,,maksapasteija,maksapasteija_ENG,vuoivvasmeastu,leverpostei,leverpastej,leverpostei_DEU,N,FOOD_GROCERY
,,maksapasteija,maksapasteija_ENG,vuoivvasnjuvddus,leverpostei,leverpastej,leverpostei_DEU,N,FOOD_GROCERY
,,makuuhuone,bedroom,oađđenlatnja,soverom,sovrum,soverom_DEU,N,ROOM
,,makuupussi,sleeping bag,oađđenseahkka,sovepose,sovsäck,sovepose_DEU,N,TRAVEL
,,malttamattomasti,malttamattomasti_ENG,mášoheamet,rastløs,rastlös,rastløs_DEU,Adv,CHRISTMAS
,,mankua,nag,hoavrristit,mase,tjata,quengeln,V,VERBAL_V
,,marsipaanikakku,marsipaanikakku_ENG,marsipánagáhkku,marsipankake,marsipankaka,marsipankake_DEU,N,FOOD_DISH
,,masentua,become depressed,šlundut,bli motløs,bli motløs_SWE,bli motløs_DEU,V,HUM_V
,,matala vesi,matala vesi_ENG,coahki,grunt vann,grunt vann_SWE,grunt vann_DEU,N,NATURE_WATER
,,matka,travel,mátki,reise,resa,reise_DEU,N,TRAVEL
,,matkalaukku,matkalaukku_ENG,koaffar,koffert,koffert,Koffer,N,CONTAINER
,,matkaseura,travel fellow,mátkeolmmái,reisekamerat,reskamrat,reisekamerat_DEU,N,OTHERS
,,meetvursti,meetvursti_ENG,sáltemárfi,spekepølse,medwurst,spekepølse_DEU,N,FOOD_GROCERY
,,melkein,melkein_ENG,measta,nesten,nesten_SWE,nesten_DEU,Adv,DIV_ADV
,,meluta,be noisy,rigeret,bråke,bråka,lärmen,V,HUM_V
,,menettää,loose,manahit,miste,miste_SWE,miste_DEU,V,YYY
,,mennä kumaraan,mennä kumaraan_ENG,guvrragit,bli krokrygget,bli krokrygget_SWE,bli krokrygget_DEU,V,BODY_V
,,meri,ocean,mearra,sjø,sjö,sjø_DEU,N,NATURE_WATER
,,meri,ocean,áhpi,hav,hav,hav_DEU,N,NATURE_WATER
,,merikala,salt fish,mearaguolli,saltvannsfisk,saltvattensfisk,saltvannsfisk_DEU,N,FISH
,,merilokki,merilokki_ENG,gáiru,svartbak,havstrut,svartbak_DEU,N,BIRD
,,merisaame,Sea Sámi,mearrasápmi,sjøsame,sjösame,sjøsame_DEU,N,OTHERS
,,merisaamelainen,Sea Sámi,mearrasápmelaš,sjøsame,sjösame,sjøsame_DEU,N,OTHERS
,,merkitä,mark,mearkut,merke,merke_SWE,merke_DEU,V,YYY
,,merkki,mark,mearka,merke,märke,merke_DEU,N,ABSTRACT
,,metsästäminen,hunting,meahcásteapmi,jakt,jakt_SWE,jakt_DEU,N,JOB
,,miehenkauhti,miehenkauhti_ENG,dievdogákti,herrekofte,härrkolt,herrekofte_DEU,N,CLOTHING_OTHER
,,mielellään,mielelläänıl_ENG,áinnas,gjerne,gärna,gjerne_DEU,Adv,CHRISTMAS
,,mieli,mieli_ENG,miella,sinn,sinn,sinn_DEU,N,FEELING
,,mieltyä,bli begeistret for_SWE,liikostit,bli begeistret for,bli begeistret for_SWE,bli begeistret for_SWE,V,EXPERIENCE_V
,,mies,man,almmáiolmmoš,mann,man,mann_DEU,N,OTHERS
,,mies,man,dievdoolmmoš,mann,man,mann_DEU,N,OTHERS
,,mies,man,dievdu,mann,man,mann_DEU,N,OTHERS
,,miestenhattu,miestenhattu_ENG,dievdogahpir,herrelue,herrmössa,herrelue_DEU,N,CLOTHING_OTHER
,,mieto,mild,liekkus,mild,mild,mild_DEU,A,CHRISTMAS
,,mihin aikaan,mihin monenko aikaan_ENG,galli áigge,hvilken tid,hvilken tid_SWE,hvilken tid_DEU,Mwe,EXPRESSIONS
,,miksi,why,manne,hvorfor,varför,hvorfor_DEU,Adv,DIV_ADV
,,millä lailla,millä lailla_ENG,man láhkái,på hvilken måte,på hvilken måte_SWE,på hvilken måte_DEU,Mwe,EXPRESSIONS
,,minkäänlainen,minkäänlainen_ENG,makkárge,ingenslags,ingen slags,ingenslags_DEU,Adv,DIV_ADV
,,minne,minne_ENG,gosa,hvor hen,vart,hvor hen_DEU,Adv,PLACE_ADV
,,missä kohden,missä kohden_ENG,gokko,hvor nøyaktig,hur noggrannt,hvor nøyaktig_DEU,Adv,PLACE_ADV
,,miten,miten_ENG,mo,hvordan,hur,hvordan_DEU,Adv,DIV_ADV
,,mitä muuta,mitä muuta_ENG,mii eará,hva ellers,hva ellers_SWE,hva ellers_DEU,Mwe,EXPRESSIONS
,,moittia,complain,moaitit,klage over,klage over_SWE,klage over_DEU,V,VERBAL_V
,,monenlainen,monenlainen_ENG,máŋggalágan,mange slags,många slags,mange slags_DEU,A,CHRISTMAS
,,monenlainen,varied,iešguđetlágan,forskjellige slags,olika,forskjellige slags_DEU,A,CHRISTMAS
,,monesti,monesti_ENG,máŋgii,mange ganger,många gånger,mange ganger_DEU,Adv,CHRISTMAS
,,mopo,moped,mopeda,moped,moped,moped_DEU,N,VEHICLE
,,motivoida,motivoida_ENG,oalgguhit,oppmuntre,uppmuntra,oppmuntre_DEU,V,HUM_V
,,mukamas,mukamas_ENG,mahkáš,liksom,liksom_SWE,liksom_DEU,Adv,DIV_ADV
,,mukana,mukana_ENG,fárus,med,med_SWE,med_DEU,Adv,DIV_ADV
,,mukava,fun,suohtas,morsom,kul,morsom_DEU,A,CHRISTMAS
,,muna,egg,monni,egg,ägg,Ei,N,FOOD_GROCERY
,,munkki,monk,muŋka,munk,munk_SWE,munk_DEU,N,PROFESSION
,,murre,dialect,suopman,dialekt,dialekt,Dialekt,N,LANGUAGE
,,murskaantua,break,cuovkanit,bli knust,krossas,zerdrückt werden,V,EXPOSURE_V
,,mustikki,mustikki_ENG,muzet,brunsvart rein,brunsvart ren,brunsvart rein_DEU,N,ANIMAL_DOM
,,mutka,swing,mohkki,sving,sving,sving_DEU,N,NATURE
,,mutteri,mutteri_ENG,muhtter,mutter,mutter,mutter_DEU,N,TOOL
,,muun muassa,muun muassa_ENG,earet eará,blant annet,blant annet_SWE,blant annet_DEU,Mwe,EXPRESSIONS
,,muuten,muuten_ENG,muđui,ellers,ellers_SWE,ellers_DEU,Adv,DIV_ADV
,,muuttolintu,muuttolintu_ENG,bárbmoloddi,trekkfugl,flyttfågel,trekkfugl_DEU,N,BIRD
,,mylly,mill,millu,mølle,kvarn,mølle_DEU,N,CONSTRUCTION
,,myöhemmin,myöhemmin_ENG,maŋŋá,seinere,seinere_SWE,seinere_DEU,Adv,TIME_ADV
,,myöhään,myöhään_ENG,maŋŋit,seint,sent,seint_DEU,Adv,CHRISTMAS
,,myöntyä,admit,miehtat,samtykke,samtykke_SWE,samtykke_DEU,V,YYY
,,mäkäräinen,mäkäräinen_ENG,muogir,knott,knott,knott_DEU,N,BIRD
,,märkiä,märkiä_ENG,siedjut,sette materie,sette materie_SWE,sette materie_DEU,V,BODY_V
,,mätä,rotten,guohca,råtten,rutten,råtten_DEU,A,SOUP_A
,,mätäs,mätäs_ENG,bovdna,tue,tuva,tue_DEU,N,NATURE_PLACE
,,määräpäivä,määräpäivä_ENG,mearrebeaivi,tidsfrist,tidsfrist_SWE,tidsfrist_DEU,N,TIME_OTHER
,,määrätä,decide,mearridit,bestemme,bestämma,bestimmen,V,HUM_V
,,naali,naali_ENG,njálla,fjellrev,fjellrev_SWE,fjellrev_DEU,N,ANIMAL_WILD
,,naapuri,neighbour,siidaguoibmi,nabo,granne,nabo_DEU,N,OTHERS
,,naaraskoira,bitch,ciiku,tispe,tik,tispe_DEU,N,ANIMAL_PET
,,nahka,nahka_ENG,náhkki,skinn,skinn,skinn_DEU,N,HANDICRAFTS
,,nahkakenkä,nahkakenkä_ENG,gáma,komag,sko,komag_DEU,N,CLOTHING_PL
,,nahkakenkä,nahkakenkä_ENG,čázet,komag,näbbsko,komag_DEU,N,CLOTHING_PL
,,nahkasohva,nahkasohva_ENG,náhkkesoffá,skinnsofa,lädersoffa,skinnsofa_DEU,N,FURNITURE
,,nahkavaatteet,nahkavaatteet_ENG,náhkkebivttas,skinnplagg,skinnplagg,skinnplagg_DEU,N,CLOTHING
,,naida,marry,náitalit,gifte seg,gifta sig,heiraten,V,HUM_V
,,nainen,woman,nisu,kvinne,kvinna,kvinne_DEU,N,OTHERS
,,naistenpuku,naistenpuku_ENG,nissongákti,kvinnekofte,kvinnokolt,kvinnekofte_DEU,N,CLOTHING_OTHER
,,naittaa,naittaa_ENG,náitit,vie,vie_SWE,vie_DEU,V,HUM_V
,,napata,grab,dohppestit,gripe fort,gripa,greifen,V,ACTION_V
,,nappi,nappi_ENG,boallu,knapp,knapp,knapp_DEU,N,CLOTHING_OTHER
,,naru,naru_ENG,gárastat,snøre,snöre,snøre_DEU,N,TOOL
,,naru,rope,báddi,tau,rep,tau_DEU,N,TOOL
,,naukua,meow,njávgit,mjaue,jama,miauen,V,ANIMAL_V
,,naukua,meow,njávgut,mjaue,mjaue_SWE,mjaue_DEU,V,ANIMAL_V
,,nauraa,laugh,skeaikit,skratte,skratte_SWE,skratte_DEU,V,ANIMAL_V
,,nauraa,laugh,čaibmat,le,le,lächeln,V,VERBAL_V
,,nauris,nauris_ENG,návrraš,nepe,näpa,nepe_DEU,N,FOOD_GROCERY
,,nauttia,nauttia_ENG,návddašit,nyte,njuta,nyte_DEU,V,EXPERIENCE_V
,,navettakota,navettakota_ENG,návetgoahti,fjøsgamme,fähuskåta,fjøsgamme_DEU,N,BUILDING
,,neljä henkilöä,four persons,njealjis,fire personer,fyra personer,vier personen,N,mCOLL
,,neljäs,fourth,njealját,fjerde,fjärde,vierter,A,mORD
,,neljästoista,fourteenth,njealljenuppelogát,fjortende,fjortonde,vierzehnter,A,mORD
,,nelonen,nelonen_ENG,njelješ,firer,fyra,firer_DEU,N,LANGUAGEPART
,,nestemäinen,liquid,njárbat,tyntflytende,tuntflytande,tyntflytende_DEU,A,SOUP_A
,,neuvoa hieman,advice,rávvestit,råde,ge råd,Rat geben,V,VERBAL_V
,,neuvonantaja,advicer,ráđđeaddi,rådgiver,rådgivare,rådgiver_DEU,N,PROFESSION
,,niemi,niemi_ENG,njárga,nes,näs,nes_DEU,N,NATURE_PLACE
,,nieriä,nieriä_ENG,guovssat,lavskrike,lavskrika,lavskrike_DEU,N,BIRD
,,nieriä,nieriä_ENG,rávdu,røye,röding,røye_DEU,N,FISH
,,niin sanottu,niin sanottu_ENG,nu gohčoduvvon,såkalt,såkalt_SWE,såkalt_DEU,Mwe,EXPRESSIONS
,,niin,niin_ENG,nu,slik,sådan,slik_DEU,Adv,DIV_ADV
,,niistää,niistää_ENG,nissut,snyte,snyte_SWE,snyte_DEU,V,BODY_V
,,nikkari,carpenter,snihkkár,snekker,snickare,snekker_DEU,N,PROFESSION
,,nimi,name,namma,navn,namn,navn_DEU,N,LANGUAGEPART
,,nimittää,name,namuhit,nevne,nämna,nevne_DEU,V,VERBAL_V
,,nimitys,nimitys_ENG,namahus,benevnelse,benämning,benevnelse_DEU,N,LANGUAGEPART
,,niska,neck,niski,nakke,nacke,nakke_DEU,N,BODYPART
,,niva,niva_ENG,njavvi,lite stryk,ström,lite stryk_DEU,N,NATURE_WATER
,,nivel,nivel_ENG,lađas,ledd,ledd_SWE,ledd_DEU,N,BODYPART
,,noin,noin_ENG,sulaid,omtrent,ungefär,omtrent_DEU,Adv,DIV_ADV
,,nopeasti,nopeasti_ENG,hoahpus,fort,fort_SWE,fort_DEU,Adv,CHRISTMAS
,,nopeasti,nopeasti_ENG,johtilit,hurtig,hurtig_SWE,hurtig_DEU,Adv,DIV_ADV
,,nopeasti,nopeasti_ENG,jođánit,fort,fort,fort_DEU,Adv,PLACE_ADV
,,norja,Norwegian language,dárogiella,norsk språk,norska,norsk språk_DEU,N,LANGUAGE
,,norjalainen,Norwegian,dáža,nordmann,norrman,nordmann_DEU,N,OTHERS
,,norjalainen,Norwegian,dáčča,nordmann,norrman,nordmann_DEU,N,OTHERS
,,nousta seisomaan,rise,čuoččastit,reise seg,reise seg_SWE,reise seg_DEU,V,BODY_V
,,nousta,rise,čuožžilit,reise seg,resa på sig,aufstehen,V,BODY_V
,,nukahtaa,sleep,nohkkat,sovne,somna,einschlafen,V,HUM_V
,,nukke,doll,vávvá,dokke,docka,dokke_DEU,N,TOY
,,nukkumaanmenoaika,nukkumaanmenoaika_ENG,nohkkanáigi,leggetid,leggetid_SWE,leggetid_DEU,N,TIME_OTHER
,,numero,number,nummir,nummer,nummer_SWE,nummer_DEU,N,YYY
,,nuoleskella,nuoleskella_ENG,njolodit,holde på å slikke,holde på å slikke_SWE,holde på å slikke_DEU,V,ANIMAL_V
,,nuorisokerho,youth club,nuoraidklubba,ungdomsklubb,ungdomsklubb_SWE,ungdomsklubb_DEU,N,CITY
,,nurista,sutre_ENG,biehkut,sutre,sutre_SWE,sutre_DEU,V,VERBAL_V
,,nutukas,nutukas_ENG,nuvttot,skinnskalle,lappsko,skinnskalle_DEU,N,CLOTHING_PL
,,nykäistä,nykäistä_ENG,gaikkehit,rykke til,rykke til_SWE,rykke til_DEU,V,ACTION_V
,,nyt,nyt_ENG,dál,nå,nu,nå_DEU,Adv,TIME_ADV
,,näet,näet_ENG,oainnat,nemlig,nemlig_SWE,nemlig_DEU,Adv,DIV_ADV
,,nähdä nälkää,starve,nealgut,sulte,sulte_SWE,sulte_DEU,V,YYY
,,näkemiin,näkemiin_ENG,báze dearvan,ha det bra,ha det bra_SWE,ha det bra_DEU,Mwe,EXPRESSIONS
,,näkemiin,näkemiin_ENG,mana dearvan,ha det bra,ha det bra_SWE,ha det bra_DEU,Mwe,EXPRESSIONS
,,näkkileipä,näkkileipä_ENG,garraláibi,knekkebrød,knäckebröd,knekkebrød_DEU,N,FOOD_GROCERY
,,näkyvissä,näkyvissä_ENG,oidnosis,synlig,synlig,synlig_DEU,Adv,DIV_ADV
,,näkyä,appear,ihtit,komme til syne,visa sig,sich zeigen,V,EXPOSURE_V
,,näköjään,näköjään_ENG,gusto,se ut til,tydligen,se ut til_DEU,Adv,DIV_ADV
,,nälkävuosi,nälkävuosi_ENG,nealgejahki,uår,uår_SWE,uår_DEU,N,TIME_OTHER
,,näyttelijä,actor,neavttár,skuespiller,skådespelare,skuespiller_DEU,N,PROFESSION
,,näyttely,exhibition,čájálmas,forestilling,föreställning,forestilling_DEU,N,SHOW
,,näyttää,act,čájáhallat,framføre,framföra,vorführen,V,HUM_V
,,odotahan,odotahan_ENG,vuorddemat,vent litt,vent litt_SWE,vent litt_DEU,Mwe,EXPRESSIONS
,,odotapas,odotapas_ENG,vuorddesmat,vent litt,vent litt_SWE,vent litt_DEU,Mwe,EXPRESSIONS
,,odotella,wait for a long time,vuorddašit,vente lenge,vänta länga,vente lenge_DEU,V,HUM_V
,,odottaa vähän,wait a bit,vuorddestit,vente litt,vänta lite,vente litt_DEU,V,HUM_V
,,ohi,ohi_ENG,meattá,forbi,forbi_SWE,forbi_DEU,Adv,TIME_ADV
,,ohjaaja,supervisor,bagadeaddji,veileder,handledare,veileder_DEU,N,PROFESSION
,,ohjaus,ohjaus_ENG,stivrenvuohki,styresett,styresett_SWE,styresett_DEU,N,YYY
,,oikea,real,albma,ordentlig,ordentlig,ordentlig_DEU,A,CHRISTMAS
,,ojentaa,hand over,geiget,overrekke,sträcka ut,ausstrecken,V,HUM_V
,,oksennustauti,oksennustauti_ENG,vuovssanasdávda,spysyke,spysjuka,spysyke_DEU,N,ILLNESS
,,ole hyvä,ole hyvä_ENG,leage buorre,vær så god,vær så god_SWE,vær så god_DEU,Mwe,EXPRESSIONS
,,olla epäonnekas,olla epäonnekas_ENG,bártidit,være uheldig,vara vanlottad,være uheldig_DEU,V,HUM_V
,,olla kuriton,olla kuriton_ENG,hilbošit,være vilter,vara vild,være vilter_DEU,V,HUM_V
,,olla pystyssä,stand upright,ceaggát,stå oppreist,stå oppreist_SWE,stå oppreist_DEU,V,EXPOSURE_V
,,olut,beer,vuolla,øl,öl,Bier,N,DRINK
,,omainen,omainen_ENG,oapmahaš,pårørende,pårørende_SWE,pårørende_DEU,N,OTHERS
,,omena,apple,eappel,eple,äppel,eple_DEU,N,FOOD_GROCERY
,,ominaisuus,property,iešvuohta,egenskap,egenskap_SWE,egenskap_DEU,N,ABSTRACT
,,ommel,ommel_ENG,gorostat,sytråd,sytråd_SWE,sytråd_DEU,N,HANDICRAFTS
,,ommella,do handicraft,duddjot,sløyde,slöjda,werkeln,V,WORK_ECONOMY_V
,,onki,onki_ENG,stággu,stang,stång,stang_DEU,N,TOOL
,,onkia,fish,oaggut,fiske med snøre,meta,angeln,V,NATURE_V
,,onneksi olkoon,onneksi olkoon_ENG,lihkku beivviin,gratulerer med dagen,gratulerer med dagen_SWE,gratulerer med dagen_DEU,Mwe,EXPRESSIONS
,,onneksi olkoon,onneksi olkoon_ENG,lihkku lehkos,gratulerer,gratulerer_SWE,gratulerer_DEU,Mwe,EXPRESSIONS
,,onnellinen,happy,lihkolaš,lykkelig,lycklig,lykkelig_DEU,A,CHRISTMAS
,,opetella,learn,oahpahallat,lære seg,lære seg_SWE,lære seg_DEU,V,SCHOOL_V
,,oppi,knowledge,oahppu,lærdom,lärdom,lærdom_DEU,N,SCHOOL
,,orpo,orphan,oarbbis,foreldreløs,föräldralös,foreldreløs_DEU,A,HUM_A
,,osallistua,participate,searvat,delta,delta,teilnehmen,V,HUM_V
,,osanottaja,participant,oasseváldi,deltaker,deltaker_SWE,deltaker_DEU,N,ACTOR
,,osasto,osasto_ENG,ossodat,avdeling,avdelning,Abteilung,N,ORGANIZATION
,,osastopäällikkö,osastopäällikkö_ENG,kántorhoavda,kontorsjef,kontorschef,kontorsjef_DEU,N,PROFESSION
,,osoite,address,čujuhus,adresse,address,adresse_DEU,N,TEXT
,,osoittaa,point,čujuhit,peke,peka,zeigen,V,ACTION_V
,,ottaa osaa,ottaa osaa_ENG,váldit oasi,kondolerer,kondolerer_SWE,kondolerer_DEU,Mwe,EXPRESSIONS
,,ovela,ovela_ENG,gávvil,slu,slug,slu_DEU,A,ANIMAL_A
,,paarma,horse-fly,boaru,klegg,klegg_SWE,klegg_DEU,N,BIRD
,,paarma,horse-fly,lávžá,klegg,klegg_SWE,klegg_DEU,N,BIRD
,,padota,dam,buođđut,demme,demme_SWE,demme_DEU,V,ACTION_V
,,padota,dam,dulvadit,demme opp,dämma upp,dämmen,V,WORK_ECONOMY_V
,,paha,difficult,vearrái,vrien,svår,vrien_DEU,A,ISSUE_A
,,pahka,pahka_ENG,báhkki,rirkule,knöl på träd,rirkule_DEU,N,HANDICRAFTS
,,paikallinen,local,dáppe-olmmoš,menneske herfra,människa härifrån,menneske herfra_DEU,N,OTHERS
,,paikata,patch,duogŋat,lappe,lappa,flicken,V,CLOTHING_V
,,paimenmökki,paimenmökki_ENG,guođohanbarta,gjeterhytte,herdestuga,gjeterhytte_DEU,N,BUILDING
,,paimentaa,paimentaa_ENG,guođohit,gjete,valla,gjete_DEU,V,ANIMAL_V
,,painajainen,nightmare,deattán,mareritt,mareritt_SWE,mareritt_DEU,N,THOUGHT
,,paistaa,warm,goardit,steke,bränna,brennen,V,WEATHER_V
,,paja,paja_ENG,bádji,smie,smie_SWE,smie_DEU,N,BUILDING
,,pakastekala,frozen fish,galbmaguolli,frossenfisk,frusen fisk,frossenfisk_DEU,N,FOOD_GROCERY
,,paketti,parcel,báhkka,pakke,packe,pakke_DEU,N,CONTAINER
,,paketti,parcel,páhkka,pakke,paket,pakke_DEU,N,THING
,,pala,bit,bihttá,bit,bit,bit_DEU,N,SCHOOL
,,palanen,bit,stuhkka,stykke,stykke_SWE,stykke_DEU,N,AMOUNT
,,palata,return,máhccat,kommet tilbake,kommet tilbake_SWE,kommet tilbake_DEU,V,YYY
,,palella,freeze,goallut,fryse,frysa,frieren,V,EXPERIENCE_V
,,paleltua,freeze,galbmot,fryse,frysa,frieren,V,BODY_V
,,paliskunta,paliskunta_ENG,bálggus,reindistrikt,reindistrikt_SWE,reindistrikt_DEU,N,ORGANIZATION
,,paliskunta,paliskunta_ENG,orohat,boplass,sameby,boplass_DEU,N,ROOM_OTHER
,,palje,palje_ENG,vuossu,blåsebelg,blåsebelg_SWE,blåsebelg_DEU,N,TOOL
,,paljon kiitoksia,paljon kiitoksia_ENG,ollu giitu,mange takk,mange takk_SWE,mange takk_DEU,Mwe,EXPRESSIONS
,,paljonko,paljonko_ENG,ollugo,hvor mye,hvor mye_SWE,hvor mye_DEU,Mwe,EXPRESSIONS
,,pallas,halibut,bálddis,kveite,hälleflundra,kveite_DEU,N,FISH
,,palli,palli_ENG,reŋko,krakk,pall,krakk_DEU,N,FURNITURE
,,palmulauantai,Palm Saturday,pálbmalávvardat,palmelørdag,palmlördag,palmelørdag_DEU,N,TIME_POINT_GEN
,,palmulauantai,Palm Saturday,pálbmalávvordat,palmelørdag,palmlördag,palmelørdag_DEU,N,TIME_POINT_GEN
,,palmusunnuntai,Palm Sunday,pálbmasotnabeaivi,palmesøndag,palmsöndag,palmesøndag_DEU,N,TIME_POINT_GEN
,,palo,fire,buollin,brann,brann_SWE,brann_DEU,N,NATURE
,,palvelija,servant,bálvá,tjener,tjener_SWE,tjener_DEU,N,NATURE
,,palveluammatti,service profession,bálvalanámmát,serviceyrke,serviceyrke_SWE,serviceyrke_DEU,N,JOB
,,pappila,pappila_ENG,báhpagárdin,prestegård,prästgård,prestegård_DEU,N,BUILDING
,,parhaiten,parhaiten_ENG,buoremusat,best,bäst,best_DEU,Adv,CHRISTMAS
,,pari kertaa,pari kertaa_ENG,moddii,et par ganger,ett par gånger,et par ganger_DEU,Adv,TIME_ADV
,,parkua,cry,bárgut,gråte,gråte_SWE,gråte_DEU,V,VERBAL_V
,,parta,viiksi_ENG,skávžá,helskjegg,helskjegg_SWE,helskjegg_DEU,N,BODYPART
,,parttio,parttio_ENG,čora,liten reinflokk,liten reinflokk_SWE,liten reinflokk_DEU,N,YYY
,,pastilli,pastilli_ENG,čottanjálggis,drops,pastill,drops_DEU,N,FOOD_GROCERY
,,pata,pata_ENG,báhti,gryte,gryta,gryte_DEU,N,CONTAINER
,,paukauttaa,bang,bávkalit,smelle,smelle_SWE,smelle_DEU,V,ACTION_V
,,paukkua,paukkua_ENG,bávkit,smelle flere ganger,smelle flere ganger_SWE,smelle flere ganger_DEU,V,SOUND
,,paula,paula_ENG,vuotta,komagband,skoband,komagband_DEU,N,CLOTHING_PL
,,peitto,carpet,govččas,teppe,matta,teppe_DEU,N,ROOM_OTHER
,,peittää,cover,gokčat,dekke,täcka,decken,V,EXPOSURE_V
,,pelokas,afraid,árgi,redd,rädd,redd_DEU,A,ANIMAL_A
,,pelto,pelto_ENG,bealdu,åker,åker,åker_DEU,N,NATURE_PLACE
,,peninkulma,peninkulma_ENG,beanatgullan,hundeglamhørevidde,hundeglamhørevidde_SWE,hundeglamhørevidde_DEU,N,NATURE
,,penni,penny,benne,penny,penny_SWE,penny_DEU,N,FINANCE
,,pentu,pentu_ENG,čivga,dyreunge,djurunge,dyreunge_DEU,N,ANIMAL_OTHER
,,perho,perho_ENG,dolgevuogga,fluesluk,fluesluk_SWE,fluesluk_DEU,N,TOOL
,,perinteinen,traditional,árbevirolaš,tradisjonell,traditionell,tradisjonell_DEU,A,CHRISTMAS
,,perso,fond of,váibmil,begjærlig etter,begärlig efter,begjærlig etter_DEU,A,OBJECT_A
,,peruskoulu,peruskoulu_ENG,vuođđoskuvla,grunnskole,grundskola,grunnskole_DEU,N,CITY
,,perusta,basis,vuođđu,grunnlag,grundlag,grunnlag_DEU,N,ABSTRACT
,,perustaa,establish,ásahit,etablere,etablera,etablieren,V,exclude_smenob
,,peseytyä,wash oneself,basadit,vaske seg,tvätta sig,sich waschen,V,HUM_V
,,pesiä,pesiä_ENG,besset,hekke,hekke_SWE,hekke_DEU,V,HANDICRAFTS
,,peski,peski_ENG,beaska,pesk,pesk,pesk_DEU,N,CLOTHING
,,pestä,wash,bassat,vaske,tvätta,waschen,V,CHRISTMAS
,,pesurätti,pesurätti_ENG,basaldat,vaskeklut,tvättlapp,vaskeklut_DEU,N,THING
,,pesä,pesä_ENG,beassi,reir,näste,reir_DEU,N,NATURE_PLACE
